MF Rank,EY Rank,ROC Rank,Combined Rank,MF Score,Grade,Ticker,Sector,Price,Market Cap,EBIT,EV,Earnings Yield %,ROC % (Greenblatt),ROE %,Gross Margin %,Op Margin %,FCF Margin %,P/E,D/E,Beta,Rev Growth %,EPS Growth %,Perf 1M %,Perf 3M %
30,145,18,163,91.7,A+,PTC,Technology Services,154.83,18424169027.46,1075825496.26,22074006690.0,4.87,254.4,23.3,82.6,39.3,32.4,22.6,0.36,0.9,23.6,111.2,1.8,-11.1
31,11,154,165,91.4,A+,STZ,Consumer Non-Durables,152.43,26432613526.81,3540705846.36,34614757320.0,10.23,40.7,14.3,51.2,34.7,17.3,24.0,1.38,0.59,-7.9,69.8,-2.5,8.5
32,158,8,166,91.1,A+,VRSN,Technology Services,242.25,22213865254.94,1121000000.0,23714670000.0,4.73,501.6,,88.2,67.7,64.5,27.5,,0.65,6.4,10.1,11.8,-0.0
33,76,91,167,90.8,A+,QCOM,Electronic Technology,131.68,140500958837.49,12046677216.6,191614990000.0,6.29,61.9,21.5,55.1,27.2,29.2,27.2,0.64,1.59,10.2,-48.3,-4.0,-25.2
34,115,52,167,90.5,A+,EBAY,Retail Trade,94.8,42470356901.86,2327731984.6,43785000000.0,5.32,105.1,40.8,71.5,20.9,14.9,21.8,1.56,0.47,8.1,9.4,19.0,16.0
35,108,60,168,90.3,A+,PAYX,Technology Services,93.48,33558070367.27,2364733676.4,43716076000.0,5.41,96.8,40.9,73.4,42.4,35.0,21.2,1.3,0.42,12.4,-7.2,0.2,-18.9
36,148,21,169,90.0,A,UNH,Health Services,288.0,261410633636.2,18964000000.0,390992100000.0,4.85,176.2,12.9,,4.2,3.6,21.8,0.88,0.21,11.8,-15.1,0.8,-13.7
37,90,81,171,89.7,A,LMT,Electronic Technology,635.37,146186078954.29,7619000000.0,130813073000.0,5.82,69.9,76.9,10.2,10.2,9.2,29.6,3.39,0.27,5.6,-3.5,-0.6,34.9
38,147,24,171,89.4,A,PM,Consumer Non-Durables,174.84,272169853319.27,14436000000.0,296338200000.0,4.87,171.9,,65.2,35.6,26.3,24.1,,-0.01,7.6,60.7,-7.2,11.0
39,104,71,175,89.1,A,PG,Consumer Non-Durables,151.94,353108659949.59,20491948486.38,374240440000.0,5.48,85.8,31.6,51.1,24.3,17.6,22.5,0.69,0.22,1.1,7.5,-6.1,3.6
40,63,117,180,88.8,A,NVR,Consumer Durables,6625.62,18510392371.97,1446290143.21,20923272610.0,6.91,49.6,33.2,21.2,14.3,10.9,15.2,0.27,0.27,-2.0,-13.8,-18.5,-11.0
41,77,107,184,88.5,A,DGX,Health Services,199.31,21897456059.07,1603000000.0,25513360000.0,6.28,54.2,14.2,31.9,14.5,12.3,22.7,0.89,0.12,11.8,13.8,-3.9,11.8
42,181,6,187,88.3,A,CSCO,Electronic Technology,79.82,315280470658.38,13391695499.03,313128560000.0,4.28,633.8,24.3,64.0,23.6,21.6,28.1,0.67,0.95,9.0,24.6,7.3,2.5
43,66,122,188,88.0,A,GEHC,Health Technology,72.83,33192256099.37,2893000000.0,43654140000.0,6.63,47.7,22.2,39.7,14.0,7.3,16.0,1.01,1.9,4.8,4.9,-7.4,-11.4
44,109,79,188,87.7,A,EXPE,Consumer Services,243.91,29887371542.21,1978000000.0,36774391090.0,5.38,72.1,91.1,84.1,13.4,21.1,24.8,5.04,1.29,7.6,8.9,15.1,-13.8
45,143,45,188,87.4,A,CHD,Consumer Non-Durables,98.09,23217337223.83,1077600000.0,22063460000.0,4.88,116.9,17.6,42.8,17.4,17.6,32.6,0.6,0.09,1.6,27.1,-2.1,14.2
46,53,136,189,87.1,A,CVS,Retail Trade,74.99,95403111904.82,12664000000.0,170803720000.0,7.41,45.1,2.3,13.8,3.1,1.9,54.2,1.06,0.38,7.9,-62.2,-3.5,-4.5
47,180,11,191,86.8,A,ABBV,Health Technology,221.8,392179866665.33,20064000000.0,468311260000.0,4.28,356.5,15221.8,70.1,32.8,29.1,93.9,,0.39,8.6,-1.3,-2.9,-0.9
48,177,15,192,86.5,A,IQV,Health Technology,168.69,28625843879.03,2281000000.0,52993979000.0,4.3,277.2,21.6,26.3,14.0,12.6,21.5,2.5,1.09,5.8,4.8,-0.8,-23.4
49,134,62,196,86.2,A,CAH,Distribution Services,215.73,50764721879.66,2755431432.97,55137500000.0,5.0,96.4,,3.6,1.2,2.5,31.0,,0.41,10.1,29.7,-0.3,8.9
50,12,186,198,86.0,A,CMCSA,Consumer Services,30.43,109500443144.42,20907830989.1,204705040000.0,10.21,31.8,21.9,58.6,16.9,17.7,5.7,1.08,0.49,-0.0,29.6,-4.0,9.9
51,13,187,200,85.7,A,THC,Health Services,214.94,18691826928.9,3439000000.0,33768866240.0,10.18,31.7,33.5,16.1,16.1,11.9,13.9,3.42,1.04,3.1,-51.9,-7.0,9.8
52,179,22,201,85.4,A,CRM,Technology Services,196.19,181087981656.55,8917000000.0,207698600000.0,4.29,174.1,12.4,75.3,21.5,34.7,25.1,0.3,1.19,9.6,22.8,5.2,-23.5
53,189,12,201,85.1,A,BR,Technology Services,178.7,20862995525.75,1209650894.1,29258609000.0,4.13,349.3,41.8,31.2,17.6,20.0,19.8,1.17,0.52,7.4,41.3,4.4,-21.4
54,1,206,207,84.8,A,CF,Process Industries,125.99,19360735330.5,2629000000.0,16663774000.0,15.78,28.5,29.6,42.3,37.1,25.4,14.0,0.75,-0.04,19.3,32.9,35.0,61.6
55,111,96,207,84.5,A,QSR,Consumer Services,75.08,34223743932.14,2533000000.0,47222110166.7,5.36,59.4,26.7,48.5,26.8,14.3,33.2,4.31,0.33,12.2,-28.8,13.1,6.5
56,206,1,207,84.2,A,ROP,Technology Services,351.38,36166670814.31,2235400000.0,57222114000.0,3.91,1424.7,7.9,69.2,28.3,31.5,24.7,0.48,0.51,12.3,-1.0,9.9,-20.6
57,44,165,209,84.0,A,HCA,Health Services,516.22,115438256565.13,11965000000.0,158519270600.0,7.55,36.0,,15.8,15.8,10.2,18.2,,0.29,7.1,29.1,-3.5,10.2
58,155,55,210,83.7,A,JNJ,Health Technology,239.48,577122600539.6,25624007113.36,535640570000.0,4.78,103.9,35.0,68.0,27.2,20.9,21.7,0.6,0.15,6.0,90.5,-2.1,14.4
59,8,204,212,83.4,A,CHTR,Consumer Services,225.65,32071272028.58,13339000000.0,127896645476.25,10.43,28.7,31.5,46.3,24.4,8.1,6.2,6.05,0.81,-0.6,3.1,-5.6,7.7
60,89,123,212,83.1,A,WSM,Retail Trade,181.82,21706398471.57,1432145486.78,24537975820.0,5.84,47.7,56.9,46.3,18.6,14.3,20.0,0.71,1.37,5.1,7.6,-13.9,-2.6
61,185,28,213,82.8,A,IBM,Technology Services,254.04,238297686703.16,13963206752.05,332339404000.0,4.2,154.7,35.3,57.6,20.7,17.9,22.8,1.98,0.8,7.6,73.7,-2.3,-16.4
62,138,76,214,82.5,A,VLTO,Producer Manufacturing,90.86,22519046852.23,1277000000.0,25843890000.0,4.94,76.5,36.6,59.3,23.2,18.4,24.2,0.93,0.77,6.0,12.6,-1.5,-8.2
63,49,166,215,82.2,A,SLB,Industrial Services,46.48,69508990028.08,4965860865.18,66598180000.0,7.46,35.9,14.3,16.8,13.9,13.4,19.7,0.45,0.85,-1.7,-24.0,-7.6,22.9
64,82,135,217,81.9,A,JBL,Producer Manufacturing,259.93,27447378075.72,1494266705.24,24618893000.0,6.07,45.2,47.9,8.8,5.0,4.0,40.4,2.51,1.51,13.2,-38.3,3.1,16.8
65,46,173,219,81.7,A,BKR,Industrial Services,57.58,56902656901.08,3557000000.0,47188760000.0,7.54,34.6,14.5,23.6,12.8,9.1,22.1,0.36,1.13,-0.3,-12.5,-5.8,27.5
66,56,164,220,81.4,A,FTI,Industrial Services,65.53,26214946232.71,1367300000.0,18600332000.0,7.35,36.3,29.9,21.7,13.8,14.6,28.4,0.4,1.13,9.4,20.4,7.4,48.3
67,196,27,223,81.1,A,MSI,Electronic Technology,468.63,77633562367.18,2980000000.0,73054092000.0,4.08,157.2,104.7,49.8,25.5,22.0,36.7,4.05,0.45,8.0,38.4,3.4,27.4
68,135,89,224,80.8,A,HON,Electronic Technology,231.42,147108057601.15,7407650024.79,148343474000.0,4.99,63.8,31.7,38.0,19.8,14.5,29.0,2.56,0.86,4.8,-8.3,-3.4,16.6
69,192,33,225,80.5,A,MAR,Consumer Services,328.99,87175943856.11,4139000000.0,100402656000.0,4.12,143.0,,19.5,15.8,10.0,34.6,,1.01,4.3,14.1,-6.9,7.7
70,34,192,226,80.2,A,INCY,Health Technology,94.09,18725272478.84,1342754000.0,16699053820.0,8.04,31.5,29.9,91.5,26.1,26.3,14.7,0.01,0.31,21.2,2261.1,-7.3,-3.3
71,172,54,226,79.9,B+,TT,Producer Manufacturing,423.8,93800463110.11,4002700000.04,91548020030.56,4.37,104.6,36.9,36.2,18.8,13.6,32.7,0.73,0.99,7.5,15.4,-8.4,7.8
72,223,3,226,79.7,B+,SPGI,Commercial Services,433.3,129470033598.87,6534000000.0,174804439000.0,3.74,945.6,13.9,62.6,42.6,35.6,29.6,0.44,0.79,7.9,18.7,8.6,-13.5
73,162,66,228,79.4,B+,AMGN,Health Technology,360.98,194592654010.3,10262000000.0,224035330000.0,4.58,89.4,106.1,70.5,27.9,22.0,25.4,6.4,0.37,10.6,88.6,-0.5,10.2
74,178,51,229,79.1,B+,MCK,Distribution Services,941.51,115323158716.62,4651915418.21,108239873000.0,4.3,108.6,,3.2,1.3,2.8,27.1,,-0.02,15.5,59.3,2.6,16.0
75,84,148,232,78.8,B+,PEP,Consumer Non-Durables,156.94,214488736474.72,14557000000.0,240761380000.0,6.05,43.3,42.9,54.4,15.5,8.2,26.1,2.6,0.06,2.3,-13.6,-6.1,4.4
76,2,231,233,78.5,B+,PHM,Consumer Durables,122.64,23564240048.87,2978580172.05,23245065800.0,12.81,23.0,17.7,26.3,17.2,10.5,11.0,0.18,0.57,-3.5,-24.4,-12.3,0.0
77,9,224,233,78.2,B+,HAL,Industrial Services,35.71,29908853261.55,3091000000.0,29892400000.0,10.34,25.7,12.2,15.7,13.9,7.5,23.7,0.79,1.03,-3.3,-46.7,4.6,30.6
78,127,109,236,77.9,B+,RMD,Health Technology,234.46,34155030713.64,1759402513.59,34677951640.0,5.07,53.5,25.7,60.0,34.2,34.8,23.2,0.13,0.79,9.6,19.5,-5.1,-5.1
79,205,31,236,77.7,B+,AME,Producer Manufacturing,214.87,49199643496.51,1935668000.0,49406920810.0,3.92,148.3,14.6,40.2,26.2,22.6,33.6,0.24,0.93,6.6,8.0,-5.6,7.2
80,37,200,237,77.4,B+,YUMC,Consumer Services,54.43,19219039637.63,1499000000.0,18918140000.0,7.92,30.2,16.7,17.4,12.7,7.2,21.8,0.44,0.36,4.4,7.4,0.0,14.7
81,86,151,237,77.1,B+,USFD,Distribution Services,93.02,20514811377.84,1368000000.0,22872887000.0,5.98,42.0,15.3,17.4,3.5,2.4,31.6,1.33,0.46,4.1,45.9,-7.6,21.4
82,144,94,238,76.8,B+,DE,Producer Manufacturing,576.53,155724938649.29,9645736178.22,197695200000.0,4.88,60.3,19.7,37.4,21.1,7.8,32.5,2.39,0.78,-2.7,-21.4,-3.7,18.9
83,151,87,238,76.5,B+,HUBB,Producer Manufacturing,474.23,25210827307.83,1234600000.0,25759285000.0,4.79,64.1,25.1,35.6,21.1,15.0,28.5,0.65,0.99,3.8,16.0,-7.7,8.5
84,161,78,239,76.2,B+,YUM,Consumer Services,164.76,45546007512.29,2538309022.28,54541400000.0,4.65,76.0,,46.2,30.9,20.0,29.7,,0.35,8.8,6.4,0.4,9.4
85,164,75,239,75.9,B+,KO,Consumer Non-Durables,77.81,334660770179.36,15180000000.0,334714830000.0,4.54,78.3,46.0,61.8,31.4,10.9,25.6,1.46,0.13,3.5,23.5,-0.8,10.3
86,58,182,240,75.6,B+,SNA,Consumer Durables,366.14,19007729232.45,1327700000.0,18223960000.0,7.29,32.2,18.0,51.7,25.8,19.5,19.1,0.22,0.74,0.9,-1.6,-3.9,5.1
87,64,176,240,75.4,B+,SYY,Distribution Services,84.67,40551057715.76,3416425477.34,49481586802.21,6.9,34.0,83.6,18.3,4.2,2.2,22.8,6.56,0.17,2.6,-4.5,-5.7,12.6
88,47,194,241,75.1,B+,UTHR,Health Technology,536.99,23535028733.48,1515800000.0,20126625000.0,7.53,31.1,19.7,87.9,47.6,32.7,19.2,0.0,0.26,10.6,13.4,12.1,7.4
89,92,150,242,74.8,B+,ZTS,Health Technology,122.14,51558679905.84,3597000000.0,62169652000.0,5.79,42.3,66.0,70.5,38.0,24.1,20.3,2.79,0.78,2.3,10.2,-3.6,-0.9
90,171,72,243,74.5,B+,WAB,Producer Manufacturing,238.54,40675167931.71,1825000000.0,41691950000.0,4.38,84.5,11.0,31.5,16.3,13.4,34.9,0.53,1.19,7.5,13.2,-6.0,11.8
91,18,226,244,74.2,B+,NEM,Non-Energy Minerals,110.46,120166594258.75,10353000000.0,106878900000.0,9.69,25.5,22.2,49.8,46.9,33.0,17.3,0.17,0.78,18.6,118.6,-7.8,11.2
92,198,46,244,73.9,B+,VRSK,Technology Services,204.33,28185668065.72,1374600000.0,33839830216.16,4.06,115.8,444.0,59.2,44.7,38.8,31.5,15.86,0.16,6.6,-3.3,13.6,-5.8
93,102,144,246,73.6,B+,EXPD,Transportation,143.21,19119060736.86,1060779000.0,19319980300.0,5.49,44.0,35.4,15.4,9.6,8.6,24.1,0.24,0.86,4.4,3.9,1.9,-4.2
94,21,227,248,73.4,B+,PDD,Retail Trade,105.27,144560483516.0,12100089296.5,128722127283.03,9.4,25.4,30.0,56.6,22.1,,11.0,0.03,-0.04,12.4,-6.0,5.5,-3.0
95,244,4,248,73.1,B+,MSCI,Commercial Services,562.91,41359270263.88,1713567000.0,48678983810.0,3.52,856.0,,76.3,54.7,48.8,35.9,,0.75,9.7,11.6,7.4,2.1
96,94,155,249,72.8,B+,SCCO,Non-Energy Minerals,176.81,144825619556.03,7001700000.0,122827654000.0,5.7,40.6,42.9,53.2,52.2,25.5,34.0,0.67,1.68,17.4,26.7,-7.7,25.5
97,20,230,250,72.5,B+,VZ,Communications,50.7,213836588080.58,31648000000.0,336071280000.0,9.42,23.8,16.9,45.8,22.9,14.6,12.5,1.74,0.26,2.5,-2.1,3.1,24.3
98,32,218,250,72.2,B+,BIIB,Health Technology,185.38,27206095413.56,2420500000.0,28659633000.0,8.45,27.1,7.4,66.6,25.4,21.5,21.1,0.36,0.77,2.9,-21.2,-5.5,8.1
99,194,56,250,71.9,B+,EMR,Electronic Technology,132.09,74274477456.48,3580010669.89,87193352000.0,4.11,102.1,11.3,48.0,19.9,14.3,32.3,0.69,1.36,3.6,-2.6,-9.3,-1.6
100,57,198,255,71.6,B+,ELV,Health Services,300.2,66255542435.69,8112000000.0,110601990000.0,7.33,30.4,13.3,,4.1,1.6,12.0,0.75,0.42,12.6,-2.0,-10.9,-14.1
101,87,168,255,71.3,B+,KMB,Consumer Non-Durables,100.83,33467732603.1,2417469448.15,40536459000.0,5.96,35.7,147.2,35.7,14.7,10.0,16.6,5.03,0.17,-14.1,-19.6,-7.2,-1.4
102,128,128,256,71.1,B+,DOV,Producer Manufacturing,213.28,28764353083.36,1451347000.0,28621552240.0,5.07,46.7,15.3,40.2,17.9,13.8,26.9,0.48,1.11,-1.1,-59.2,-7.6,8.7
103,154,104,258,70.8,B+,HD,Retail Trade,341.41,339877559224.36,20890000000.0,436678050000.0,4.78,56.1,145.5,31.3,12.7,7.7,24.0,5.1,0.62,3.2,-4.6,-12.5,-3.0
104,224,34,258,70.5,B+,JCI,Producer Manufacturing,132.17,80896786145.26,3086471398.17,82702500000.0,3.73,140.7,13.1,36.4,13.1,5.5,24.9,0.74,1.09,-6.4,103.0,-4.6,11.5
105,116,146,262,70.2,B+,GWW,Distribution Services,1067.31,50561463504.25,2681000000.0,50712780000.0,5.29,43.5,48.1,39.1,14.9,7.4,30.0,0.77,0.69,4.5,-8.7,-4.5,4.8
106,120,142,262,69.9,B+,LOW,Retail Trade,240.78,135063077531.73,10152000000.0,193145660000.0,5.26,44.4,,31.2,11.8,8.9,20.3,,0.64,3.1,-3.0,-15.6,-2.1
107,51,212,263,69.6,B+,PPG,Process Industries,103.83,23205456140.27,2151000000.0,28906992000.0,7.44,28.1,21.3,37.9,13.5,7.3,15.0,0.99,1.01,-8.8,16.4,-20.8,0.7
108,200,64,264,69.3,B+,FIX,Industrial Services,1416.67,49831322075.05,1312615000.0,32463396220.0,4.04,91.9,49.2,23.5,14.4,11.3,49.0,0.2,1.68,29.5,97.8,7.9,46.0
109,74,191,265,69.1,B+,GPN,Commercial Services,72.72,20355823402.95,2092678127.89,33022516200.0,6.34,31.5,4.9,69.4,27.2,26.5,12.6,0.97,1.51,-18.1,-6.5,5.4,-10.7
110,95,170,265,68.8,B+,LH,Health Services,271.02,22332460924.24,1516200000.0,26883816000.0,5.64,35.4,10.5,26.8,10.9,8.6,25.9,0.76,0.41,7.2,18.4,-2.3,5.4
111,38,228,266,68.5,B+,XYZ,Commercial Services,60.55,36275263530.44,3216220000.0,40726678330.0,7.9,24.7,6.0,42.3,13.3,10.0,28.8,0.4,1.37,0.3,-53.7,21.9,-6.4
112,114,152,266,68.2,B+,MDLZ,Consumer Non-Durables,58.45,74930283240.02,4758000000.0,89374360000.0,5.32,41.7,9.3,30.9,12.3,8.4,30.9,0.85,0.17,5.8,-44.8,-5.6,7.9
113,152,115,267,67.9,B+,TPR,Retail Trade,143.4,29033388877.99,1455913453.45,30412740000.0,4.79,50.3,55.3,72.3,20.8,23.4,59.4,7.15,1.12,10.9,-30.0,-7.2,15.6
114,139,129,268,67.6,B+,PCAR,Producer Manufacturing,115.07,60514668226.85,3150849832.25,63874368000.0,4.93,46.1,12.9,15.7,11.1,10.6,25.5,0.81,0.75,-15.5,-42.9,-7.8,3.0
115,254,19,273,67.3,B+,HLT,Consumer Services,304.67,69858502494.19,2680249688.51,79502500000.0,3.37,212.5,,26.7,22.4,16.9,49.8,,0.83,7.7,-0.4,-6.1,6.6
116,188,88,276,67.0,B+,SHW,Process Industries,321.11,79561713813.68,3916200000.0,94362464000.0,4.15,63.9,59.4,48.8,16.6,11.3,31.3,3.03,0.56,2.1,-2.7,-14.2,-1.3
117,110,167,277,66.8,B+,GD,Electronic Technology,354.59,95877493939.63,5356000000.0,99667174000.0,5.37,35.8,17.7,15.1,10.2,7.5,22.9,0.38,0.72,10.1,13.4,3.7,5.4
118,5,273,278,66.5,B+,EOG,Energy Minerals,136.18,73056729222.84,7177703127.76,62339390000.0,11.51,15.8,16.8,40.8,31.7,15.2,14.9,0.31,0.41,-3.6,-18.8,15.5,33.5
119,176,102,278,66.2,B+,TDY,Electronic Technology,639.54,29614283935.8,1149962391.26,26708620000.0,4.31,56.5,8.9,39.2,18.8,17.6,33.8,0.25,0.86,7.7,9.7,-1.2,26.8
120,230,48,278,65.9,B+,MTD,Health Technology,1219.26,24781764269.74,1118490000.0,30701930147.96,3.64,110.7,,57.5,27.8,21.1,28.9,,1.32,4.0,3.9,-10.5,-11.4
121,126,153,279,65.6,B+,ULTA,Retail Trade,526.96,23377089279.83,1548813000.0,30508932560.0,5.08,41.1,43.6,40.9,12.5,11.4,20.6,0.78,0.61,9.7,1.0,-21.0,-10.6
122,263,16,279,65.3,B+,AAPL,Electronic Technology,254.24,3732533052350.73,134769378307.09,4072753330400.0,3.31,270.4,152.0,47.3,32.4,29.6,32.2,1.03,1.32,10.1,25.6,-3.0,-7.6
123,266,13,279,65.0,B,NFLX,Technology Services,95.06,401379828060.51,13419183000.0,412683530440.0,3.25,331.9,42.8,48.6,29.6,20.9,37.6,0.64,0.92,16.5,27.5,24.9,-1.0
124,17,263,280,64.8,B,DHI,Consumer Durables,142.38,41247968980.74,4477509009.56,45867099000.0,9.76,17.0,13.6,23.3,13.1,10.2,12.9,0.23,0.47,-8.6,-22.2,-13.7,-6.3
125,199,84,283,64.5,B,ETN,Producer Manufacturing,361.7,140303431113.03,5441000000.0,133984645000.0,4.06,67.4,21.6,37.6,19.8,12.9,34.6,0.55,1.26,10.3,10.0,-7.8,9.9
126,209,74,283,64.2,B,TKO,Consumer Services,200.45,38912347883.62,961255000.0,24775076802.0,3.88,81.9,5.0,49.6,20.3,24.5,87.5,1.09,0.95,68.9,,-0.0,-4.8
127,236,47,283,63.9,B,MCO,Commercial Services,443.19,78577588795.54,3457000000.0,96342895000.0,3.59,112.8,64.5,68.1,44.8,33.4,32.4,1.81,1.18,8.9,21.4,6.5,-9.9
128,202,83,285,63.6,B,TDG,Electronic Technology,1230.29,69478858245.1,4154239297.48,103722768000.0,4.01,69.1,,57.6,47.0,21.3,39.5,,0.77,11.7,9.8,-5.6,-2.7
129,241,44,285,63.3,B,INTU,Technology Services,460.56,127367861689.97,5100588936.93,143610600000.0,3.55,117.0,23.5,77.7,27.1,36.3,29.9,0.36,0.54,17.2,44.0,16.0,-31.4
130,249,37,286,63.0,B,UBER,Transportation,78.86,162303033102.54,6183000000.0,177162158810.0,3.49,132.0,41.4,32.9,11.9,18.8,16.7,0.45,1.57,18.3,3.0,11.0,-2.4
131,157,131,288,62.8,B,TEL,Electronic Technology,206.79,60679277087.78,3483880851.06,73655530000.0,4.73,45.8,16.3,35.9,20.2,18.2,29.8,0.44,1.47,14.2,10.7,-8.6,-9.3
