MF Rank,EY Rank,ROC Rank,Combined Rank,MF Score,Grade,Ticker,Sector,Price,Market Cap,EBIT,EV,Earnings Yield %,ROC % (Greenblatt),ROE %,Gross Margin %,Op Margin %,FCF Margin %,P/E,D/E,Beta,Rev Growth %,EPS Growth %,Perf 1M %,Perf 3M %
17,88,29,117,95.4,A+,EME,Industrial Services,709.95,31615896585.61,1577942000.0,26600741326.93,5.93,47.5,38.5,19.3,9.3,7.0,25.1,0.13,1.26,16.6,31.4,-11.3,10.7
18,113,6,119,95.1,A+,OTIS,Industrial Services,83.25,32361005081.69,2238000000.0,41750730000.0,5.36,91.1,,30.6,15.5,10.0,23.7,,0.52,1.2,-13.8,-7.3,-5.4
19,76,46,122,94.8,A+,QCOM,Electronic Technology,130.93,139702303498.92,12046677216.6,191614990000.0,6.29,41.5,21.5,55.1,27.2,29.2,27.0,0.64,0.4,10.2,-48.3,-6.5,-27.8
20,89,41,130,94.5,A+,WSM,Retail Trade,179.34,21409737687.66,1432145486.78,24537975820.0,5.84,42.4,56.9,46.3,18.6,14.3,19.7,0.71,1.44,5.1,7.6,-17.8,-5.6
21,119,11,130,94.3,A+,ITW,Producer Manufacturing,266.47,76796655840.87,4216000000.0,79837260000.0,5.28,71.2,93.7,43.6,26.3,16.9,25.4,2.86,0.81,0.9,-10.4,-8.7,3.0
22,1,135,136,94.0,A+,CF,Process Industries,130.51,20055318121.4,2629000000.0,16663774000.0,15.78,24.1,29.6,42.3,37.1,25.4,14.5,0.75,0.06,19.3,32.9,34.7,64.5
23,109,28,137,93.7,A+,PAYX,Technology Services,92.0,33025003613.09,2364733676.4,43716076000.0,5.41,47.8,40.9,73.4,42.4,35.0,20.8,1.3,0.41,12.4,-7.2,-6.4,-20.1
24,11,130,141,93.4,A+,STZ,Consumer Non-Durables,151.26,26230593514.7,3540705846.36,34614757320.0,10.23,24.7,14.3,51.2,34.7,17.3,23.9,1.38,0.62,-7.9,69.8,-8.0,0.7
25,82,59,141,93.1,A+,JBL,Producer Manufacturing,250.67,26469565828.05,1494266705.24,24618893000.0,6.07,37.3,47.9,8.8,5.0,4.0,39.0,2.51,1.55,13.2,-38.3,-5.2,7.7
26,13,131,144,92.8,A+,THC,Health Services,224.38,19512322178.5,3439000000.0,33768866240.0,10.18,24.5,33.5,16.1,16.1,11.9,14.5,3.42,1.04,3.1,-51.9,19.1,13.6
27,126,18,144,92.5,A+,ADP,Technology Services,207.31,83470191690.95,5402320915.61,106108481000.0,5.09,58.7,73.8,50.4,26.3,22.4,19.9,0.7,0.56,6.6,8.6,-8.1,-21.5
28,60,92,152,92.2,A+,GILD,Health Technology,145.7,180874979907.91,11822000000.0,169637220000.0,6.97,30.4,40.5,78.8,40.1,32.1,21.5,1.13,0.25,2.5,1747.5,-2.1,18.6
29,92,62,154,92.0,A+,ULTA,Retail Trade,547.0,24266108105.54,1495484136.09,25709747600.0,5.82,36.6,48.0,39.2,13.2,9.2,21.0,0.98,0.48,5.5,4.4,-20.4,-8.5
30,95,63,158,91.7,A+,SCCO,Non-Energy Minerals,173.65,142237249373.83,7001700000.0,122827654000.0,5.7,36.5,42.9,53.2,52.2,25.5,33.4,0.67,1.55,17.4,26.7,-15.0,17.5
31,62,97,159,91.4,A+,NVR,Consumer Durables,6489.38,18129756697.08,1446290143.21,20923272610.0,6.91,29.4,33.2,21.2,14.3,10.9,14.8,0.27,0.24,-2.0,-13.8,-19.5,-13.6
32,77,83,160,91.1,A+,DGX,Health Services,200.71,22051269171.53,1603000000.0,25513360000.0,6.28,32.0,14.2,31.9,14.5,12.3,22.9,0.89,0.15,11.8,13.8,-3.1,10.2
33,103,57,160,90.8,A+,EXPD,Transportation,142.31,18998907755.87,1060779000.0,19319980300.0,5.49,37.7,35.4,15.4,9.6,8.6,23.9,0.24,0.92,4.4,3.9,-12.6,-7.4
34,33,128,161,90.5,A+,INCY,Health Technology,91.49,18207834587.91,1342754000.0,16699053820.0,8.04,25.2,29.9,91.5,26.1,26.3,14.3,0.01,0.32,21.2,2261.1,-7.1,-4.5
35,159,2,161,90.2,A,VRSN,Technology Services,235.47,21593056221.24,1121000000.0,23714670000.0,4.73,180.3,,88.2,67.7,64.5,26.7,,0.63,6.4,10.1,7.0,-3.9
36,39,123,162,89.9,A,GIS,Consumer Non-Durables,39.95,21316605412.12,3062569919.1,39031509000.0,7.85,25.8,27.3,33.9,15.7,9.1,8.6,1.47,-0.02,-5.7,0.8,-16.6,-13.9
37,93,69,162,89.7,A,ZTS,Health Technology,115.08,48576346540.6,3597000000.0,62169652000.0,5.79,34.4,66.0,70.5,38.0,24.1,19.1,2.79,0.78,2.3,10.2,-9.4,-3.5
38,147,19,166,89.4,A,PTC,Technology Services,156.27,18595523940.16,1075825496.26,22074006690.0,4.87,57.3,23.3,82.6,39.3,32.4,22.8,0.36,0.9,23.6,111.2,-3.7,-12.7
39,118,50,168,89.1,A,GWW,Distribution Services,1076.19,50982377215.23,2681000000.0,50712780000.0,5.29,40.2,48.1,39.1,14.9,7.4,30.3,0.77,0.69,4.5,-8.7,-9.9,3.3
40,110,61,171,88.8,A,EXPE,Consumer Services,227.41,27866164650.79,1978000000.0,36774391090.0,5.38,36.8,91.1,84.1,13.4,21.1,23.1,5.04,1.33,7.6,8.9,-5.9,-19.2
41,128,43,171,88.5,A,RMD,Health Technology,231.89,33781366044.81,1759402513.59,34677951640.0,5.07,41.8,25.7,60.0,34.2,34.8,22.9,0.13,0.75,9.6,19.5,-11.0,-8.3
42,149,23,172,88.2,A,PM,Consumer Non-Durables,175.51,273212830528.66,14436000000.0,296338200000.0,4.87,52.4,,65.2,35.6,26.3,24.2,,-0.0,7.6,60.7,-3.8,16.2
43,63,110,173,87.9,A,SYY,Distribution Services,85.39,40898285821.09,3416425477.34,49481586802.21,6.9,27.7,83.6,18.3,4.2,2.2,23.0,6.56,0.21,2.6,-4.5,-1.8,15.0
44,105,68,173,87.6,A,PG,Consumer Non-Durables,151.33,351691030836.91,20491948486.38,374240440000.0,5.48,34.7,31.6,51.1,24.3,17.6,22.4,0.69,0.24,1.1,7.5,-4.6,7.3
45,140,33,173,87.4,A,VLTO,Producer Manufacturing,90.4,22405039668.87,1277000000.0,25843890000.0,4.94,45.6,36.6,59.3,23.2,18.4,24.1,0.93,0.75,6.0,12.6,-2.5,-9.2
46,21,154,175,87.1,A,PDD,Retail Trade,102.64,141469927292.0,12100089296.5,128722127283.03,9.4,21.8,30.0,56.6,22.1,,10.7,0.03,-0.04,12.4,-6.0,-3.2,-8.3
47,54,121,175,86.8,A,FTI,Industrial Services,63.07,25230835332.43,1367300000.0,18600332000.0,7.35,26.3,29.9,21.7,13.8,14.6,27.3,0.4,1.1,9.4,20.4,3.6,34.9
48,18,160,178,86.5,A,NEM,Non-Energy Minerals,110.3,119992535232.19,10353000000.0,106878900000.0,9.69,21.2,22.2,49.8,46.9,33.0,17.3,0.17,0.69,18.6,118.6,-11.8,8.0
49,36,143,179,86.2,A,YUMC,Consumer Services,52.75,18625837571.18,1499000000.0,18918140000.0,7.92,22.8,16.7,17.4,12.7,7.2,21.1,0.44,0.34,4.4,7.4,-7.5,8.9
50,2,179,181,85.9,A,PHM,Consumer Durables,121.06,23260656566.6,2978580172.05,23245065800.0,12.81,19.3,17.7,26.3,17.2,10.5,10.9,0.18,0.56,-3.5,-24.4,-11.0,-5.3
51,90,93,183,85.6,A,LMT,Electronic Technology,650.91,149761526893.47,7619000000.0,130813073000.0,5.82,30.2,76.9,10.2,10.2,9.2,30.3,3.39,0.26,5.6,-3.5,3.1,36.8
52,121,64,185,85.3,A,COR,Distribution Services,352.98,68665440153.08,3807463837.19,72269674250.0,5.27,36.3,152.3,3.3,1.2,1.1,42.5,4.15,-0.05,7.4,18.3,-2.1,2.3
53,135,55,190,85.1,A,CAH,Distribution Services,219.34,51614800955.41,2755431432.97,55137500000.0,5.0,38.0,,3.6,1.2,2.5,31.6,,0.4,10.1,29.7,-0.7,10.6
54,9,183,192,84.8,A,HAL,Industrial Services,34.17,28619028982.96,3091000000.0,29892400000.0,10.34,18.8,12.2,15.7,13.9,7.5,22.6,0.79,1.01,-3.3,-46.7,-1.3,16.1
55,24,170,194,84.5,A,FOX,Consumer Services,51.46,22926015036.86,3102093135.48,34306130000.0,9.04,20.1,16.9,33.1,19.0,14.2,12.4,0.69,0.83,9.2,-11.1,-10.7,-19.5
56,86,109,195,84.2,A,USFD,Distribution Services,93.25,20564433928.9,1368000000.0,22872887000.0,5.98,27.8,15.3,17.4,3.5,2.4,31.7,1.33,0.49,4.1,45.9,2.6,21.2
57,122,77,199,83.9,A,LOW,Retail Trade,238.93,134028120120.39,10152000000.0,193145660000.0,5.26,33.0,,31.2,11.8,8.9,20.2,,0.67,3.1,-3.0,-15.4,-4.1
58,162,37,199,83.6,A,YUM,Consumer Services,160.27,44303456367.89,2538309022.28,54541400000.0,4.65,44.4,,46.2,30.9,20.0,28.9,,0.39,8.8,6.4,1.2,7.6
59,156,45,201,83.3,A,HD,Retail Trade,340.08,338558512526.33,20890000000.0,436678050000.0,4.78,41.5,145.5,31.3,12.7,7.7,23.9,5.1,0.65,3.2,-4.6,-11.7,-5.3
60,173,31,204,83.0,A,TT,Producer Manufacturing,420.02,92963830107.56,4002700000.04,91548020030.56,4.37,46.1,36.9,36.2,18.8,13.6,32.4,0.73,0.97,7.5,15.4,-10.3,4.2
61,64,142,206,82.8,A,KVUE,Consumer Non-Durables,17.61,33763236125.85,2736000000.0,40616800000.0,6.74,23.0,14.4,58.3,18.1,11.4,23.1,0.81,-0.03,-2.2,42.7,-2.7,1.2
62,48,159,207,82.5,A,SLB,Industrial Services,44.47,66499040629.73,4965860865.18,66598180000.0,7.46,21.3,14.3,16.8,13.9,13.4,18.8,0.45,0.82,-1.7,-24.0,-12.9,9.7
63,46,163,209,82.2,A,UTHR,Health Technology,537.15,23541932456.12,1515800000.0,20126625000.0,7.53,20.5,19.7,87.9,47.6,32.7,19.3,0.0,0.37,10.6,13.4,13.2,9.4
64,47,162,209,81.9,A,NTES,Technology Services,117.28,71884816891.85,4981296852.19,66558924989.54,7.48,20.6,22.4,64.3,31.8,44.0,16.1,0.04,0.77,7.1,14.0,-3.5,-16.6
65,154,56,210,81.6,A,TPR,Retail Trade,142.69,28889618915.31,1455913453.45,30412740000.0,4.79,37.8,55.3,72.3,20.8,23.4,59.1,7.15,1.15,10.9,-30.0,-8.8,14.9
66,199,12,211,81.3,A,VRSK,Technology Services,200.19,27614586930.19,1374600000.0,33839830216.16,4.06,68.2,444.0,59.2,44.7,38.8,30.9,15.86,0.15,6.6,-3.3,19.3,-7.9
67,201,13,214,81.0,A,FIX,Industrial Services,1369.95,48187948740.22,1312615000.0,32463396220.0,4.04,64.9,49.2,23.5,14.4,11.3,47.4,0.2,1.67,29.5,97.8,4.2,35.4
68,16,202,218,80.7,A,CI,Health Services,265.96,70089302882.04,10235000000.0,104752335770.0,9.77,16.8,14.4,,3.7,3.1,12.0,0.75,0.21,12.5,81.3,-7.3,-2.9
69,57,161,218,80.5,A,SNA,Consumer Durables,366.91,19047442511.44,1327700000.0,18223960000.0,7.29,20.8,18.0,51.7,25.8,19.5,19.1,0.22,0.76,0.9,-1.6,-3.1,4.0
70,84,136,220,80.2,B+,PEP,Consumer Non-Durables,160.32,219108009438.8,14557000000.0,240761380000.0,6.05,24.0,42.9,54.4,15.5,8.2,26.7,2.6,0.1,2.3,-13.6,-4.4,7.1
71,87,133,220,79.9,B+,KMB,Consumer Non-Durables,99.57,33049509608.93,2417469448.15,40536459000.0,5.96,24.3,147.2,35.7,14.7,10.0,16.4,5.03,0.17,-14.1,-19.6,-5.7,-3.8
72,182,38,220,79.6,B+,CSCO,Electronic Technology,78.34,309454363784.51,13391695499.03,313128560000.0,4.28,43.9,24.3,64.0,23.6,21.6,27.6,0.67,0.99,9.0,24.6,-9.0,-1.4
73,27,194,221,79.3,B+,PFE,Health Technology,26.74,152050798494.12,17518000000.0,195700400000.0,8.95,17.5,8.9,66.2,28.0,14.5,19.7,0.78,0.71,-1.6,-3.7,-2.9,3.5
74,37,185,222,79.0,B+,XYZ,Commercial Services,60.12,36017654081.37,3216220000.0,40726678330.0,7.9,18.6,6.0,42.3,13.3,10.0,28.6,0.4,1.33,0.3,-53.7,4.6,-5.5
75,111,112,223,78.7,B+,GD,Electronic Technology,354.27,95792328097.32,5356000000.0,99667174000.0,5.37,27.5,17.7,15.1,10.2,7.5,22.9,0.38,0.72,10.1,13.4,-1.9,3.9
76,50,175,225,78.4,B+,PPG,Process Industries,102.24,22850100981.14,2151000000.0,28906992000.0,7.44,19.5,21.3,37.9,13.5,7.3,14.8,0.99,0.98,-8.8,16.4,-20.7,-1.1
77,153,74,227,78.2,B+,HUBB,Producer Manufacturing,464.61,24699412107.74,1234600000.0,25759285000.0,4.79,33.7,25.1,35.6,21.1,15.0,27.9,0.65,1.01,3.8,16.0,-8.9,1.0
78,197,32,229,77.9,B+,MSI,Electronic Technology,475.52,78774123351.38,2980000000.0,73054092000.0,4.08,45.8,104.7,49.8,25.5,22.0,37.3,4.05,0.47,8.0,38.4,13.3,28.7
79,5,225,230,77.6,B+,EOG,Energy Minerals,133.55,71648438361.41,7177703127.76,62339390000.0,11.51,15.2,16.8,40.8,31.7,15.2,14.7,0.31,0.43,-3.6,-18.8,16.5,21.0
80,116,114,230,77.3,B+,EBAY,Retail Trade,90.62,40600000000.0,2327731984.6,43785000000.0,5.32,27.4,40.8,71.5,20.9,14.9,20.9,1.56,0.53,8.1,9.4,3.6,7.2
81,65,169,234,77.0,B+,GEHC,Health Technology,70.39,32077949548.9,2893000000.0,43654140000.0,6.63,20.2,22.2,39.7,14.0,7.3,15.5,1.01,1.89,4.8,4.9,-10.8,-18.2
82,45,198,243,76.7,B+,BKR,Industrial Services,55.02,54372774332.37,3557000000.0,47188760000.0,7.54,17.0,14.5,23.6,12.8,9.1,21.1,0.36,1.05,-0.3,-12.5,-8.4,15.6
83,231,14,245,76.4,B+,MTD,Health Technology,1174.49,23871803607.56,1118490000.0,30701930147.96,3.64,63.0,,57.5,27.8,21.1,27.9,,1.33,4.0,3.9,-15.6,-17.6
84,179,67,246,76.1,B+,MCK,Distribution Services,949.3,116277334144.86,4651915418.21,108239873000.0,4.3,35.3,,3.2,1.3,2.8,27.3,,-0.01,15.5,59.3,1.7,16.0
85,244,3,247,75.9,B+,MSCI,Commercial Services,542.99,39895665627.61,1713567000.0,48678983810.0,3.52,151.1,,76.3,54.7,48.8,34.6,,0.73,9.7,11.6,4.9,-1.7
86,38,210,248,75.6,B+,UPS,Transportation,97.45,82749207407.99,8473000000.0,107337070000.0,7.89,16.4,33.8,18.5,9.6,5.4,14.9,1.76,1.09,-2.5,-3.0,-18.6,-3.6
87,190,58,248,75.3,B+,BR,Technology Services,177.78,20755587060.96,1209650894.1,29258609000.0,4.13,37.4,41.8,31.2,17.6,20.0,19.7,1.17,0.5,7.4,41.3,3.7,-23.2
88,129,120,249,75.0,B+,DOV,Producer Manufacturing,203.73,27476377500.25,1451347000.0,28621552240.0,5.07,26.5,15.3,40.2,17.9,13.8,25.7,0.48,1.11,-1.1,-59.2,-11.7,0.9
89,214,35,249,74.7,B+,CHRW,Transportation,170.59,20236121308.01,795875000.0,20792255080.0,3.83,45.0,32.9,8.4,4.9,5.5,35.3,0.76,1.03,-8.4,25.4,-13.7,6.5
90,143,108,251,74.4,B+,META,Technology Services,613.48,1551825335997.26,83276414380.61,1695782850000.0,4.91,27.8,30.2,82.0,41.4,22.9,26.1,0.39,1.46,22.2,-1.8,-9.0,-5.6
91,203,48,251,74.1,B+,TDG,Electronic Technology,1228.42,69373252907.89,4154239297.48,103722768000.0,4.01,40.9,,57.6,47.0,21.3,39.5,,0.71,11.7,9.8,-6.5,-6.9
92,3,253,256,73.9,B+,DVN,Energy Minerals,46.03,28538599151.95,3495227403.16,30037860000.0,11.64,12.7,17.6,23.2,20.4,16.6,11.0,0.56,0.64,7.5,-8.7,4.6,20.7
93,236,22,258,73.6,B+,MCO,Commercial Services,429.82,76207087529.92,3457000000.0,96342895000.0,3.59,53.3,64.5,68.1,44.8,33.4,31.4,1.81,1.13,8.9,21.4,2.7,-11.6
94,17,242,259,73.3,B+,DHI,Consumer Durables,141.74,41061109367.37,4477509009.56,45867099000.0,9.76,14.0,13.6,23.3,13.1,10.2,12.9,0.23,0.48,-8.6,-22.2,-11.8,-9.2
95,178,81,259,73.0,B+,IQV,Health Technology,165.47,28080257232.87,2281000000.0,52993979000.0,4.3,32.2,21.6,26.3,14.0,12.6,21.1,2.5,1.07,5.8,4.8,-8.2,-26.8
96,136,125,261,72.7,B+,HON,Electronic Technology,235.28,149558586802.8,7407650024.79,148343474000.0,4.99,25.4,31.7,38.0,19.8,14.5,29.4,2.56,0.87,4.8,-8.3,-3.6,21.2
97,139,124,263,72.4,B+,FERG,Distribution Services,220.68,42921879298.27,2426885887.1,49073216872.77,4.95,25.4,26.9,29.1,7.9,2.2,28.4,1.03,0.93,0.2,-6.7,-16.4,-4.5
98,169,96,265,72.1,B+,AZO,Retail Trade,3561.04,58998668610.18,3423588300.67,77265787040.0,4.43,29.5,,51.9,18.1,,24.9,,0.27,5.0,-4.3,-2.9,2.2
99,227,39,266,71.8,B+,WDC,Electronic Technology,274.01,92899781511.89,2654495994.04,72502700000.0,3.66,43.4,41.3,42.7,27.9,24.2,27.5,0.71,2.21,-31.2,137.6,-0.4,48.6
100,34,233,267,71.6,B+,KR,Retail Trade,75.75,47938324960.78,4767000000.0,59760350000.0,7.98,14.5,14.1,21.0,3.2,2.3,49.3,4.16,-0.33,0.4,-58.2,11.4,21.5
101,189,78,267,71.3,B+,SHW,Process Industries,322.36,79871437445.46,3916200000.0,94362464000.0,4.15,33.0,59.4,48.8,16.6,11.3,31.4,3.03,0.59,2.1,-2.7,-11.4,-2.3
102,202,65,267,71.0,B+,ORLY,Retail Trade,91.43,76662874713.24,3460612000.0,85682094200.0,4.04,35.7,,51.6,19.5,9.0,30.8,,0.07,6.4,9.4,-2.2,-3.3
103,255,15,270,70.7,B+,STX,Electronic Technology,386.74,84337577346.62,2328969477.03,69315120000.0,3.36,62.5,,38.6,25.6,18.4,43.7,10.47,1.99,25.2,61.8,-5.6,28.1
104,191,80,271,70.4,B+,TJX,Retail Trade,155.7,172899729841.63,7255000000.0,175795250000.0,4.13,32.5,59.1,32.6,12.0,8.0,31.9,1.32,0.24,7.1,14.4,1.6,-0.2
105,55,217,272,70.1,B+,ELV,Health Services,291.88,64419281229.69,8112000000.0,110601990000.0,7.33,15.6,13.3,,4.1,1.6,11.6,0.75,0.39,12.6,-2.0,-10.2,-19.0
106,200,73,273,69.8,B+,ETN,Producer Manufacturing,348.61,135225822553.69,5441000000.0,133984645000.0,4.06,33.8,21.6,37.6,19.8,12.9,33.3,0.55,1.23,10.3,10.0,-11.5,-0.2
107,157,119,276,69.5,B+,JNJ,Health Technology,243.56,586954966081.58,25624007113.36,535640570000.0,4.78,26.6,35.0,68.0,27.2,20.9,22.1,0.6,0.18,6.0,90.5,1.8,15.8
108,137,140,277,69.3,B+,RL,Consumer Non-Durables,331.83,20094010595.44,1138969718.25,22880242000.0,4.98,23.2,33.8,66.8,16.1,9.8,22.6,0.99,0.94,12.7,33.9,-7.9,-10.6
109,241,36,277,69.0,B+,INTU,Technology Services,433.05,119759973557.93,5100588936.93,143610600000.0,3.55,44.5,23.5,77.7,27.1,36.3,28.1,0.36,0.49,17.2,44.0,3.2,-36.3
110,8,270,278,68.7,B+,CHTR,Consumer Services,216.19,30727419411.53,13339000000.0,127896645476.25,10.43,11.1,31.5,46.3,24.4,8.1,6.0,6.05,0.83,-0.6,3.1,-12.5,1.8
111,152,126,278,68.4,B+,NXPI,Electronic Technology,191.59,48414685098.82,3128000000.03,64774170785.72,4.83,25.3,21.0,53.4,25.5,20.4,24.1,1.24,1.66,-2.7,-18.3,-20.4,-17.5
112,262,16,278,68.1,B+,AAPL,Electronic Technology,251.52,3692625123002.45,134769378307.09,4072753330400.0,3.31,60.9,152.0,47.3,32.4,29.6,31.8,1.03,1.39,10.1,25.6,-8.4,-9.5
113,12,267,279,67.8,B+,CMCSA,Consumer Services,30.24,108798862076.45,20907830989.1,204705040000.0,10.21,11.5,21.9,58.6,16.9,17.7,5.6,1.08,0.5,-0.0,29.6,-6.3,17.2
114,230,49,279,67.5,B+,FTNT,Technology Services,83.05,61450654760.57,2074300000.0,56877980000.0,3.65,40.7,135.7,80.5,30.5,32.7,34.2,0.86,1.25,14.2,7.4,-2.8,1.3
115,158,122,280,67.2,B+,TEL,Electronic Technology,198.65,58290721753.08,3483880851.06,73655530000.0,4.73,26.2,16.3,35.9,20.2,18.2,28.6,0.44,1.46,14.2,10.7,-13.2,-18.8
116,125,157,282,67.0,B+,FIS,Technology Services,49.77,25601870606.19,2447000000.0,47227740000.0,5.18,21.8,2.6,36.9,22.9,26.3,67.3,0.96,0.53,5.5,-50.2,-1.4,-26.6
117,181,101,282,66.7,B+,ABBV,Health Technology,223.88,395857654899.57,20064000000.0,468311260000.0,4.28,29.0,15221.8,70.1,32.8,29.1,94.8,,0.36,8.6,-1.3,0.7,0.1
118,134,151,285,66.4,B+,GRMN,Electronic Technology,233.39,44923101257.35,1876076000.0,37281251270.0,5.03,22.0,19.8,58.7,25.9,18.8,27.2,0.02,1.29,15.1,17.6,12.0,10.8
119,180,105,285,66.1,B+,CRM,Technology Services,192.4,177580583911.94,8917000000.0,207698600000.0,4.29,28.4,12.4,75.3,21.5,34.7,24.6,0.3,1.19,9.6,22.8,-0.4,-27.0
120,67,219,286,65.8,B+,FSLR,Electronic Technology,194.32,20852671198.7,1696515000.0,25922687650.0,6.54,15.4,17.4,40.9,32.5,22.7,13.7,0.07,1.19,24.1,18.3,-15.4,-28.8
121,132,156,288,65.5,B+,MMM,Producer Manufacturing,151.2,79637045105.92,4730000000.0,93537900000.0,5.06,21.8,76.1,39.6,19.0,5.6,25.2,2.79,1.28,-6.1,-20.6,-13.1,-10.3
122,172,116,288,65.2,B+,WAB,Producer Manufacturing,238.41,40653001320.43,1825000000.0,41691950000.0,4.38,27.2,11.0,31.5,16.3,13.4,34.9,0.53,1.16,7.5,13.2,-6.4,9.0
123,32,257,289,64.9,B,BIIB,Health Technology,184.11,27019712004.39,2420500000.0,28659633000.0,8.45,12.4,7.4,66.6,25.4,21.5,20.9,0.36,0.82,2.9,-21.2,-2.3,6.1
124,186,103,289,64.7,B,IBM,Technology Services,247.22,231900848311.88,13963206752.05,332339404000.0,4.2,28.9,35.3,57.6,20.7,17.9,22.2,1.98,0.8,7.6,73.7,-15.4,-20.4
125,206,84,290,64.4,B,AME,Producer Manufacturing,215.84,49422441254.01,1935668000.0,49406920810.0,3.92,32.0,14.6,40.2,26.2,22.6,33.7,0.24,0.93,6.6,8.0,-7.4,5.7
126,224,66,290,64.1,B,SPGI,Commercial Services,420.96,125782846519.57,6534000000.0,174804439000.0,3.74,35.5,13.9,62.6,42.6,35.6,28.7,0.44,0.76,7.9,18.7,3.5,-15.6
127,145,147,292,63.8,B,CHD,Consumer Non-Durables,98.73,23368822104.72,1077600000.0,22063460000.0,4.88,22.5,17.6,42.8,17.4,17.6,32.8,0.6,0.09,1.6,27.1,0.1,17.9
128,284,8,292,63.5,B,NVDA,Electronic Technology,181.1,4400851485332.81,130387000000.0,4534009440000.0,2.88,84.8,101.5,71.1,60.4,38.8,36.9,0.07,1.78,65.5,66.7,-5.9,-0.0
129,96,197,293,63.2,B,LH,Health Services,266.06,21923344711.42,1516200000.0,26883816000.0,5.64,17.3,10.5,26.8,10.9,8.6,25.4,0.76,0.45,7.2,18.4,-6.4,0.1
130,239,54,293,62.9,B,FAST,Distribution Services,45.38,52116888573.31,1655820191.7,46338678000.0,3.57,38.2,33.3,43.0,20.2,12.8,41.5,0.11,0.63,8.7,9.2,-3.4,7.8
131,171,127,298,62.6,B,ROST,Retail Trade,208.54,67451207922.16,2707357000.0,61384742250.0,4.41,25.3,36.7,29.4,11.9,9.7,31.5,0.84,0.47,7.7,4.6,7.7,13.3
