ticker,company,sector,price,mktcap_bn,score,tier,accruals,cash_conv,fcf_conv,gross_margin,net_margin,roa,de
MU,"Micron Technology, Inc.",Electronic Technology,975.56,1101.790697106,100.0,Excellent,-31.98,6.02,3.06,72.6000841881383,55.90646254735581,47.4982236046473,0.0633016957229657
PLTR,Palantir Technologies Inc.,Technology Services,129.3,309.972486292,100.0,Excellent,-10.77,1.68,1.65,84.0739416413006,43.6725308153978,26.942790843228405,0.0250870360155192
WDC,Western Digital Corporation,Electronic Technology,539.0,185.78366748000002,100.0,Excellent,-10.22,1.88,1.66,45.402054852679,54.1648976819224,40.6137586349601,0.17809917355371901
QCOM,QUALCOMM Incorporated,Electronic Technology,176.25,185.7675,100.0,Excellent,-15.3,2.58,2.26,54.801510587600596,22.3058939891202,17.6396345148789,0.5597917735904391
VRT,"Vertiv Holdings, LLC",Electronic Technology,300.53,115.43622491399998,99.1,Excellent,-9.29,1.93,1.71,34.9964033421252,14.3718759798587,13.639546282033303,0.769134726377535
TSLA,"Tesla, Inc.",Consumer Durables,393.45,1477.689509176,98.6,Excellent,-8.86,4.36,1.85,19.0653766385026,3.94568804340052,2.87313779827775,0.18890579675685998
ANET,"Arista Networks, Inc.",Electronic Technology,159.99,201.459836766,98.6,Excellent,-8.83,1.54,1.5,63.53721459541289,38.3165635073482,20.5716718595785,0.0
NEM,Newmont Corporation,Non-Energy Minerals,97.04,103.595318321,98.4,Excellent,-8.68,1.71,1.3,55.11901347863489,34.6429595640952,14.9413812296248,0.15839202886102
FTNT,"Fortinet, Inc.",Technology Services,156.25,114.476308823,97.8,Excellent,-9.62,1.51,1.31,80.3038188339546,27.4913847668612,19.2651733569897,0.501970294028493
NOW,"ServiceNow, Inc.",Technology Services,106.32,109.64866448000002,96.4,Excellent,-15.13,3.11,2.65,76.5616045845272,12.5859598853868,7.748109276122859,0.207281718963165
AMD,"Advanced Micro Devices, Inc.",Electronic Technology,517.82,844.357607353,96.1,Excellent,-6.77,2.24,1.98,47.0870935013617,13.168152934266,6.524154717180801,0.06005088269057741
SHOP,Shopify Inc.,Commercial Services,119.46,155.01782279556983,95.5,Excellent,-6.25,1.71,1.69,47.7935966311386,10.863276250033,9.52590666483484,0.014318854491640701
BKNG,Booking Holdings Inc. Common Stock,Consumer Services,184.56,143.011558929,95.3,Excellent,-14.2,1.73,1.67,97.301982880052,22.2270379600535,22.4144524776456,
ADI,"Analog Devices, Inc.",Electronic Technology,377.16,183.70974833199998,95.1,Excellent,-5.92,2.25,2.01,58.6235310563976,26.0077143258348,6.95415773121006,0.25738961846193403
APP,Applovin Corporation,Technology Services,527.06,177.06053274900003,94.8,Excellent,-12.95,1.29,1.29,87.4662567291869,63.5111949790013,58.36936797648741,1.4867980857065601
AVGO,Broadcom Inc.,Electronic Technology,360.45,1714.869797236,94.4,Excellent,-5.86,1.45,1.42,65.664877757901,38.8484728019612,17.0552782528768,0.7401785816104269
STX,Seagate Technology Holdings PLC,Electronic Technology,820.16,183.90364130700004,94.1,Excellent,-15.83,1.96,1.64,41.544050862852,21.5985467756585,28.9013125911522,3.8155251141552498
ABBV,AbbVie Inc.,Health Technology,261.07,461.25662142300007,94.0,Excellent,-12.49,5.07,4.77,70.582148712969,5.7227908753721,2.63729330809748,
COST,Costco Wholesale Corporation,Retail Trade,951.67,422.045481812,93.8,Excellent,-7.98,1.85,1.09,12.8759107181176,3.01035127577175,10.9170413557982,0.245665343639022
SYK,Stryker Corporation,Health Technology,326.54,125.18262202300002,93.5,Excellent,-4.6,1.66,1.41,61.974673525920096,13.205381875742,7.23100425799322,0.662953131119718
LRCX,Lam Research Corporation,Producer Manufacturing,351.41,439.463175476,93.3,Excellent,-7.68,1.3,1.12,49.976092901688,30.9392581673746,32.9154356870498,0.352815963375334
ARM,Arm Holdings plc,Electronic Technology,315.28,335.457918701,93.2,Excellent,-5.79,1.69,1.08,94.0752032520325,18.3739837398374,9.20804685510568,0.0592565773594014
META,"Meta Platforms, Inc.",Technology Services,582.9,1479.64690221,93.0,Excellent,-16.08,2.05,0.8,81.9409942222346,32.8369665336199,20.9003305880559,0.35607618156524307
IBKR,"Interactive Brokers Group, Inc.",Finance,91.33,154.91505246294997,92.7,Excellent,-15.96,36.48,36.4,95.3434334045915,9.64773677851101,0.551513074525994,5.76060877350045
COF,Capital One Financial Corporation,Finance,205.12,126.35791072299999,92.7,Excellent,-3.9,11.98,11.24,,3.7178786221979205,0.473944525711236,0.46220860316583706
PANW,"Palo Alto Networks, Inc.",Technology Services,348.06,283.66889801,92.5,Excellent,-6.66,3.72,3.35,71.0455106870445,7.94622064244836,2.46906346676666,0.0748518143703918
SBUX,Starbucks Corporation,Consumer Services,104.27,118.83651008300002,92.4,Excellent,-8.15,2.34,1.47,15.8466591596472,3.8894335667791,4.809730087826781,
WELL,Welltower Inc.,Finance,236.06,166.63815831800002,92.2,Excellent,-3.46,3.49,2.33,20.9615720972776,11.9742446041207,2.33592448091374,0.45634080720560705
DHR,Danaher Corporation,Health Technology,197.93,140.089035589,92.1,Excellent,-3.38,1.78,1.46,61.1429493905884,14.8317055452417,4.51862781261527,0.371753951915995
CVX,Chevron Corporation,Energy Minerals,169.2,336.978338014,91.9,Excellent,-5.75,2.54,1.14,15.1515793487702,5.83066754231723,3.75767132919645,0.247274310753069
CDNS,"Cadence Design Systems, Inc.",Technology Services,373.14,102.917989833,91.9,Excellent,-4.04,1.44,1.29,85.1520082885165,21.1801585677999,11.0930075256349,0.469918675149125
CRM,"Salesforce, Inc.",Technology Services,166.11,136.04409049999998,91.6,Excellent,-7.28,2.04,1.97,75.1243316444465,18.7326344299423,7.81625992498417,1.24282167372572
GEV,GE Vernova Inc.,Producer Manufacturing,1113.11,299.11491662199995,91.4,Excellent,-5.46,1.85,1.54,20.1585849344312,23.8258615431534,14.743927467740301,0.205214767993104
BMY,Bristol-Myers Squibb Company,Health Technology,58.13,118.705606214,91.3,Excellent,-7.23,1.89,1.69,66.0719442267233,15.005569077183301,8.13289883344606,2.3135838150289003
AAPL,Apple Inc.,Electronic Technology,308.63,4532.958891432001,91.0,Excellent,-7.6,1.25,1.15,47.8624053588279,27.151882190846198,34.905989477656,0.7954756740006199
TMUS,"T-Mobile US, Inc.",Communications,177.52,192.112985083,90.6,Excellent,-8.07,2.58,1.42,46.6519385838948,11.6458632497515,4.91171674819474,2.16927647237782
HWM,Howmet Aerospace Inc.,Electronic Technology,270.41,108.193065919,90.2,Excellent,-4.41,1.38,1.1,31.7059028180448,20.2249797054389,14.6314862200596,0.8779427743571171
MDT,Medtronic plc.,Health Technology,83.19,106.48697064100001,90.2,Excellent,-2.72,1.53,1.13,60.2728047740835,13.2057311002943,5.19955822162549,0.589288963467642
MSFT,Microsoft Corporation,Technology Services,390.49,2900.729342818,90.0,Excellent,-9.84,1.67,0.72,68.3092816544287,39.3423256135456,19.9253372712141,0.302707503251948
TXN,Texas Instruments Incorporated,Electronic Technology,293.08,266.729995707,89.9,Excellent,-8.29,1.57,0.75,57.321835340058605,28.9402321292982,15.659574468085099,0.837406127071165
SCCO,Southern Copper Corporation,Non-Energy Minerals,172.01,143.51283919,89.9,Excellent,-6.34,1.32,0.99,55.5922883947902,34.1310697962129,23.8052208594692,0.627922562692999
GILD,"Gilead Sciences, Inc.",Health Technology,131.27,162.98087613,89.8,Excellent,-4.08,1.27,1.2,79.4064325522057,30.9407104008595,16.3531833345163,0.942972570699553
DELL,Dell Technologies Inc.,Electronic Technology,394.32,255.630185582,89.6,Excellent,-5.69,2.1,1.59,19.0922979468644,6.26672131758393,8.33473748897325,
PGR,Progressive Corporation (The),Finance,232.22,135.694605508,89.6,Excellent,-4.63,1.48,1.45,,12.9273611810099,10.2901247206915,0.261743500109242
LOW,"Lowe's Companies, Inc.",Retail Trade,227.5,127.560863495,89.4,Excellent,-5.82,1.48,1.15,30.959811837076202,7.48920098604609,13.204669384825502,
PFE,"Pfizer, Inc.",Health Technology,24.32,138.610472636,89.2,Excellent,-2.03,1.54,1.22,65.1551764984601,11.8107873331754,3.59825428369334,0.7153638694354121
ABT,Abbott Laboratories,Health Technology,95.4,166.168903512,89.1,Excellent,-2.68,1.46,1.14,52.83599946825011,13.9074755173483,6.5427331050621,0.6539828278365761
UNH,UnitedHealth Group Incorporated,Health Services,425.36,386.288266624,88.8,Excellent,-3.55,1.92,1.63,,2.67815251060121,3.86996854284952,0.796038046198956
GLW,Corning Incorporated,Electronic Technology,196.79,169.364910305,88.8,Excellent,-4.19,1.82,0.94,35.641198455977,11.0900067397831,6.17252374375501,0.8401625465628181
CVS,CVS Health Corporation,Retail Trade,104.72,133.61510276800004,88.8,Excellent,-3.39,5.84,4.18,13.881562175200502,0.718726099660738,1.15306188662476,1.01147748399091
RTX,RTX Corporation,Electronic Technology,199.25,268.32665741,88.7,Excellent,-2.57,1.65,1.26,20.2128954444358,8.02894669868213,4.32812896106414,0.587432106216053
